target_id	length	eff_length	est_counts	tpm
FBtr0343930	4026	3858.29	3.75646	0.0751027
FBtr0070872	3389	3221.29	0	0
FBtr0070873	3368	3200.29	111.726	2.69301
FBtr0340032	3557	3389.29	4.63218	0.105426
FBtr0309849	1730	1562.29	43.4501	2.14536
FBtr0309851	1933	1765.29	27.5624	1.20441
FBtr0309850	1813	1645.29	9.24516	0.433455
FBtr0309848	2040	1872.29	79.6389	3.28114
FBtr0309846	1745	1577.29	218.664	10.6939
FBtr0309847	1395	1227.29	785.19	49.3514
FBtr0309852	1525	1357.29	43.2502	2.45803
FBtr0072826	3804	3636.29	83.4388	1.77003
FBtr0072827	3691	3523.29	574.561	12.5794
FBtr0310157	1118	950.29	0	0
FBtr0088052	1136	968.29	13.8132	1.10043
FBtr0088051	1139	971.29	1365.56	108.451
FBtr0310159	1172	1004.29	11.631	0.893369
FBtr0088053	1203	1035.29	0	0
FBtr0346717	952	784.29	7.32982	0.720923
FBtr0079891	845	677.29	63.6702	7.2516
FBtr0344474	4299	4131.29	0	0
FBtr0083532	4514	4346.29	0	0
FBtr0346161	5221	5053.29	0	0
FBtr0071041	1576	1408.29	145	7.94234
FBtr0077956	2701	2533.29	209	6.36405
FBtr0089196	4376	4208.29	51.4235	0.942603
FBtr0347405	3401	3233.29	9.41735	0.224676
FBtr0347406	2744	2576.29	0	0
FBtr0347403	2371	2203.29	60.5826	2.12104
FBtr0347404	2744	2576.29	0	0
FBtr0310632	2638	2470.29	74.8573	2.33754
FBtr0073263	2209	2041.29	534.143	20.1848
FBtr0303268	3265	3097.29	0	0
FBtr0304931	2190	2022.29	33.0046	1.25894
FBtr0080956	2066	1898.29	2665	108.294
FBtr0072921	1840	1672.29	13.1973	0.608759
FBtr0344219	1882	1714.29	5.80271	0.261107
FBtr0072922	1721	1553.29	0	0
FBtr0072923	1903	1735.29	0	0
FBtr0100373	1180	1012.29	0	0
FBtr0303785	1569	1401.29	0	0
FBtr0088376	2115	1947.29	2	0.0792267
FBtr0339111	468	300.319	0	0
FBtr0071106	2301	2133.29	1	0.0361595
FBtr0339337	2506	2338.29	16.9748	0.559989
FBtr0088710	2464	2296.29	295.025	9.91071
FBtr0302954	501	333.306	0	0
FBtr0110781	1248	1080.29	1	0.0714056
FBtr0075989	3238	3070.29	0.5	0.0125621
FBtr0330069	3238	3070.29	0.5	0.0125621
FBtr0304717	947	779.29	15	1.48479
FBtr0339472	2820	2652.29	51.2297	1.48996
FBtr0339471	2953	2785.29	482.77	13.3703
FBtr0085326	4103	3935.29	620	12.1531
FBtr0336764	4091	3923.29	0.000430779	8.46986e-06
FBtr0073651	2625	2457.29	0	0
FBtr0334905	538	370.306	0	0
FBtr0083540	1549	1381.29	0	0
FBtr0342877	3401	3233.29	646.658	15.4277
FBtr0074647	2146	1978.29	1120.34	43.6851
FBtr0273265	1700	1532.29	0	0
FBtr0073923	2894	2726.29	438	12.3929
FBtr0091899	413	245.33	8.3535	2.62658
FBtr0078309	627	459.29	432	72.5553
FBtr0339941	1519	1351.29	0	0
FBtr0071880	1017	849.29	1	0.0908273
FBtr0076069	2148	1980.29	0	0
FBtr0085482	1927	1759.29	2818	123.559
FBtr0074901	627	459.29	26.6775	4.48054
FBtr0344084	1696	1528.29	47.1398	2.37933
FBtr0074900	970	802.29	2.96604	0.285179
FBtr0340479	3542	3374.29	0	0
FBtr0071410	3153	2985.29	0	0
FBtr0071412	2528	2360.29	0	0
FBtr0307382	2729	2561.29	0	0
FBtr0307381	2425	2257.29	0	0
FBtr0307380	1373	1205.29	0	0
FBtr0071411	2440	2272.29	0	0
FBtr0070980	854	686.29	24367.4	2738.89
FBtr0345292	830	662.29	76.2219	8.87777
FBtr0070981	941	773.29	815.256	81.325
FBtr0070982	1100	932.29	117.314	9.70669
FBtr0070983	837	669.29	306.807	35.3609
FBtr0073693	1323	1155.29	882	58.8911
FBtr0074984	507	339.306	1	0.227343
FBtr0073034	1539	1371.29	364	20.476
FBtr0081676	887	719.29	0	0
FBtr0087334	1782	1614.29	1280.88	61.2066
FBtr0113381	1199	1031.29	0	0
FBtr0087113	4051	3883.29	1.87092	0.0371645
FBtr0113380	4060	3892.29	0.12908	0.00255814
FBtr0113379	4109	3941.29	6.84717e-08	1.34012e-09
FBtr0087112	5876	5708.29	0	0
FBtr0073899	730	562.29	581	79.7055
FBtr0071302	691	523.29	169.084	24.9249
