target_id	length	eff_length	est_counts	tpm
FBtr0343930	4026	3926.71	0	0
FBtr0070872	3389	3289.71	0	0
FBtr0070873	3368	3268.71	57.6816	0.912117
FBtr0340032	3557	3457.71	8.31835	0.124348
FBtr0309849	1730	1630.71	0	0
FBtr0309851	1933	1833.71	0	0
FBtr0309850	1813	1713.71	11.1403	0.336008
FBtr0309848	2040	1940.71	0	0
FBtr0309846	1745	1645.71	20.7609	0.652053
FBtr0309847	1395	1295.71	113.284	4.51909
FBtr0309852	1525	1425.71	0.814749	0.0295381
FBtr0072826	3804	3704.71	84.9555	1.1853
FBtr0072827	3691	3591.71	403.045	5.80018
FBtr0310157	1118	1018.71	579	29.3777
FBtr0088052	1136	1036.71	3.31508e-07	1.65283e-08
FBtr0088051	1139	1039.71	9.90255e-09	4.92295e-10
FBtr0310159	1172	1072.71	0	0
FBtr0088053	1203	1103.71	0	0
FBtr0346717	952	852.708	0	0
FBtr0079891	845	745.708	41	2.84187
FBtr0344474	4299	4199.71	0	0
FBtr0083532	4514	4414.71	7	0.0819569
FBtr0346161	5221	5121.71	0	0
FBtr0071041	1576	1476.71	44	1.54009
FBtr0077956	2701	2601.71	106	2.10589
FBtr0089196	4376	4276.71	34.7815	0.420366
FBtr0347405	3401	3301.71	3.20554	0.0501825
FBtr0347406	2744	2644.71	0	0
FBtr0347403	2371	2271.71	26.7945	0.609652
FBtr0347404	2744	2644.71	0	0
FBtr0310632	2638	2538.71	5.91773	0.120485
FBtr0073263	2209	2109.71	287.082	7.03353
FBtr0303268	3265	3165.71	1	0.0163275
FBtr0304931	2190	2090.71	23.3884	0.578224
FBtr0080956	2066	1966.71	502.612	13.2094
FBtr0072921	1840	1740.71	0	0
FBtr0344219	1882	1782.71	7.78498	0.225718
FBtr0072922	1721	1621.71	0	0
FBtr0072923	1903	1803.71	7.21502	0.206757
FBtr0100373	1180	1080.71	0	0
FBtr0303785	1569	1469.71	6	0.211013
FBtr0088376	2115	2015.71	8	0.205141
FBtr0339111	468	368.708	0	0
FBtr0071106	2301	2201.71	1	0.0234763
FBtr0339337	2506	2406.71	0	0
FBtr0088710	2464	2364.71	140	3.06013
FBtr0302954	501	401.708	0	0
FBtr0110781	1248	1148.71	3	0.13499
FBtr0075989	3238	3138.71	3.5	0.0576377
FBtr0330069	3238	3138.71	3.5	0.0576377
FBtr0304717	947	847.708	12	0.731685
FBtr0339472	2820	2720.71	59.2866	1.12633
FBtr0339471	2953	2853.71	95.7134	1.73361
FBtr0085326	4103	4003.71	261.65	3.3779
FBtr0336764	4091	3991.71	18.3504	0.237616
FBtr0073651	2625	2525.71	2	0.0409295
FBtr0334905	538	438.708	0	0
FBtr0083540	1549	1449.71	5	0.17827
FBtr0342877	3401	3301.71	160.481	2.51232
FBtr0074647	2146	2046.71	862.519	21.7822
FBtr0273265	1700	1600.71	1	0.0322907
FBtr0073923	2894	2794.71	201	3.71748
FBtr0091899	413	313.708	848.909	139.87
FBtr0078309	627	527.708	81	7.93379
FBtr0339941	1519	1419.71	0	0
FBtr0071880	1017	917.708	5	0.281614
FBtr0076069	2148	2048.71	0	0
FBtr0085482	1927	1827.71	980	27.7146
FBtr0074901	627	527.708	0	0
FBtr0344084	1696	1596.71	2.78706	0.0902214
FBtr0074900	970	870.708	10.4802	0.622136
FBtr0340479	3542	3442.71	0	0
FBtr0071410	3153	3053.71	0	0
FBtr0071412	2528	2428.71	0	0
FBtr0307382	2729	2629.71	0	0
FBtr0307381	2425	2325.71	0	0
FBtr0307380	1373	1273.71	1	0.0405807
FBtr0071411	2440	2340.71	0	0
FBtr0070980	854	754.708	11744.7	804.363
FBtr0345292	830	730.708	0	0
FBtr0070981	941	841.708	315.302	19.3622
FBtr0070982	1100	1000.71	3.76516	0.194476
FBtr0070983	837	737.708	67.2438	4.71148
FBtr0073693	1323	1223.71	407	17.1912
FBtr0074984	507	407.708	1.02126	0.129472
FBtr0073034	1539	1439.71	72	2.58492
FBtr0081676	887	787.708	0	0
FBtr0087334	1782	1682.71	405.471	12.4549
FBtr0113381	1199	1099.71	2.89766	0.136194
FBtr0087113	4051	3951.71	0	0
FBtr0113380	4060	3960.71	24.9322	0.32537
FBtr0113379	4109	4009.71	15.1701	0.195554
FBtr0087112	5876	5776.71	0	0
FBtr0073899	730	630.708	313	25.6511
FBtr0071302	691	591.708	93.8904	8.20169
FBtr0333472	694	594.708	18.1096	1.57396
FBtr0086024	2202	2102.71	10	0.245816
FBtr0083823	410	310.708	0	0
FBtr0344285	401	301.708	6	1.02791
FBtr0087045	794	694.708	1	0.0744024
FBtr0085360	1103	1003.71	109	5.61317
FBtr0073298	2744	2644.71	0	0
FBtr0307050	1716	1616.71	0	0
FBtr0343573	1987	1887.71	0	0
FBtr0076736	920	820.708	27	1.70045
FBtr0073200	1468	1368.71	0	0
FBtr0073199	2882	2782.71	0	0
FBtr0333678	4702	4602.71	0	0
FBtr0089141	4575	4475.71	7	0.0808399
FBtr0344997	1302	1202.71	0	0
FBtr0344998	1204	1104.71	9	0.421099
FBtr0332711	683	583.708	0	0
FBtr0078353	710	610.708	191	16.1655
FBtr0080163	761	661.708	8745.63	683.147
FBtr0340226	807	707.708	76.547	5.59067
FBtr0080164	798	698.708	323.821	23.9551
FBtr0114603	2237	2137.71	0	0
FBtr0345720	2361	2261.71	13.5284	0.309172
FBtr0089948	2222	2122.71	0	0
FBtr0329952	2603	2503.71	56.4716	1.16583
FBtr0076344	1975	1875.71	0	0
FBtr0113159	1528	1428.71	45.7859	1.65645
FBtr0113158	2067	1967.71	138.971	3.6505
FBtr0345695	2133	2033.71	30.8138	0.783151
